date,precipitation,temp_max,temp_min,wind,weather
2/26/2023,9.4,11.7,7.8,1.4,rain
2/27/2023,18.3,10,6.7,4,rain
2/28/2023,0,12.2,3.3,5.1,sun
3/1/2023,0,11.1,1.1,2.2,sun
3/2/2023,0,11.1,4.4,4.8,sun
3/3/2023,0,10.6,0,2.1,sun
3/4/2023,0,12.8,-0.5,1.8,sun
3/5/2023,0,13.3,2.8,1.3,sun
3/6/2023,0,15,3.3,1.4,sun
3/7/2023,0,16.7,3.9,2.7,fog
3/8/2023,0,17.2,3.9,1.7,fog
3/9/2023,0,14.4,4.4,1.8,fog
3/10/2023,0.8,13.3,5,2.6,rain
3/11/2023,2.5,14.4,8.9,3.1,rain
3/12/2023,0,17.8,9.4,3.2,sun
3/13/2023,2,17.2,7.8,2.2,rain
3/14/2023,17,13.9,9.4,3.8,rain
3/15/2023,55.9,10.6,6.1,4.2,rain
3/16/2023,1,13.9,6.1,3,rain
3/17/2023,0.8,13.3,4.4,2.6,rain
3/18/2023,0,15.6,7.2,2.5,sun
3/19/2023,0,15.6,8.3,1.9,sun
3/20/2023,4.1,13.9,8.9,1.9,rain
3/21/2023,3.8,13.3,8.3,4.7,rain
3/22/2023,1,11.7,6.1,2.3,rain
3/23/2023,8.1,11.1,5.6,2.8,rain
3/24/2023,7.6,12.8,6.1,3.9,rain
3/25/2023,5.1,14.4,7.2,4.4,rain
3/26/2023,0,20.6,10,2.2,sun
3/27/2023,1,18.3,8.9,4,rain
3/28/2023,0,15.6,9.4,5.7,sun
3/29/2023,0,15.6,8.9,3,sun
3/30/2023,1.8,17.8,10.6,2.9,rain
3/31/2023,1,12.8,6.1,4.2,rain
4/1/2023,5.1,12.8,5.6,3.2,rain
4/2/2023,0,13.3,5.6,2.4,sun
4/3/2023,1.5,11.1,5,3.6,rain
4/4/2023,0,12.8,3.9,1.7,sun
4/5/2023,0,16.7,2.8,2.4,sun
4/6/2023,1,13.9,6.7,3.5,rain
4/7/2023,0.5,14.4,6.7,3.9,rain
4/8/2023,0,17.2,6.1,1.7,sun
4/9/2023,0,17.2,6.1,2.3,sun
4/10/2023,10.9,13.9,7.8,4.6,rain
4/11/2023,0,11.7,5.6,6.5,sun
4/12/2023,0,13.3,5.6,3.6,sun
4/13/2023,14,11.7,3.9,3.6,rain
4/14/2023,3.3,11.7,2.8,3.3,rain
4/15/2023,0,13.9,3.3,2.4,sun
4/16/2023,0,17.8,3.9,3.1,sun
4/17/2023,0,18.9,6.1,3.6,sun
4/18/2023,0,18.9,8.3,3.9,sun
4/19/2023,0,21.1,8.3,3.6,sun
4/20/2023,0,22.8,7.8,2.6,sun
4/21/2023,5.6,17.2,6.7,3.4,rain
4/22/2023,0,15.6,5,2.3,sun
4/23/2023,3,12.2,6.7,4.1,rain
4/24/2023,3.3,12.2,6.1,5,rain
4/25/2023,1.3,13.3,5.6,3,rain
4/26/2023,0,15.6,4.4,2.7,fog
4/27/2023,0.3,25,10.6,2.3,rain
4/28/2023,1.8,15.6,8.9,4.3,rain
4/29/2023,0,16.1,7.2,4.7,sun
4/30/2023,0,17.2,7.8,2.1,sun
5/1/2023,0,18.3,8.9,3.7,sun
5/2/2023,0,18.3,7.8,3.7,sun
5/3/2023,0,20.6,7.8,2.6,sun
5/4/2023,0,17.2,7.2,5.2,sun
5/5/2023,6.1,14.4,7.2,5.1,rain
5/6/2023,0,16.7,7.2,2.6,fog
5/7/2023,0,20.6,6.1,3,sun
5/8/2023,0,23.9,8.3,3,sun
5/9/2023,0,26.7,9.4,2.6,sun
5/10/2023,0,19.4,11.1,2.8,sun
5/11/2023,0,13.9,10,2.5,fog
5/12/2023,4.3,15.6,10.6,3.3,rain
5/13/2023,4.1,12.2,10,2.8,rain
5/14/2023,0.3,17.8,9.4,2,rain
5/15/2023,0,20,9.4,2.8,fog
5/16/2023,0,15.6,11.1,3,sun
5/17/2023,0,19.4,10.6,2.1,sun
5/18/2023,0,25.6,12.2,3,sun
5/19/2023,0,21.7,11.7,2.6,sun
5/20/2023,0,23.3,10.6,1.8,fog
5/21/2023,0,25.6,11.7,2.1,sun
5/22/2023,0,16.7,11.7,3.7,sun
5/23/2023,0,16.1,11.7,2.6,sun
5/24/2023,0,17.8,11.1,2.7,sun
5/25/2023,0,15.6,11.1,2.7,sun
5/26/2023,0,21.7,11.7,2.1,sun
5/27/2023,0,24.4,11.7,1.8,sun
5/28/2023,0,27.8,12.2,2.1,sun
5/29/2023,0,26.1,12.8,2.5,sun
5/30/2023,0,22.8,10,2.5,sun
5/31/2023,0,25,11.7,2.2,sun
6/1/2023,4.6,16.1,11.7,3.4,rain
6/2/2023,0.5,17.8,12.8,5,rain
6/3/2023,0,20,11.7,3,sun
6/4/2023,0,22.8,11.7,3.9,sun
6/5/2023,0,26.7,12.8,4.3,sun
6/6/2023,0,29.4,13.3,2.6,sun
6/7/2023,0,31.1,15.6,3.2,sun
6/8/2023,0,30.6,14.4,3.5,sun
6/9/2023,0,28.9,14.4,2.7,sun
6/10/2023,0,25.6,11.1,3,sun
6/11/2023,0,24.4,11.1,3.5,sun
6/12/2023,0,20,11.7,2.3,sun
6/13/2023,0,23.9,9.4,2.6,sun
6/14/2023,0,27.8,11.7,3.7,sun
6/15/2023,0,30,16.1,3.5,drizzle
6/16/2023,0,22.8,11.1,3,sun
6/17/2023,0,25,11.1,3.1,sun
6/18/2023,0,24.4,13.9,3,sun
6/19/2023,0.5,23.9,13.3,3.2,rain
6/20/2023,0,25,12.8,4.3,sun
6/21/2023,0,25.6,13.9,3.4,sun
6/22/2023,0,25,12.8,2.4,sun
6/23/2023,0,26.1,11.7,2.4,sun
6/24/2023,0,25.6,16.1,2.6,sun
6/25/2023,0,30.6,15.6,3,sun
6/26/2023,0,31.7,17.8,4.7,sun
6/27/2023,0,33.3,17.2,3.9,sun
6/28/2023,0.3,28.3,18.3,2.1,rain
6/29/2023,0,28.9,17.2,2.7,sun
6/30/2023,0,30.6,15,3.4,fog
7/1/2023,0,32.2,17.2,4.3,sun
7/2/2023,0,33.9,17.8,3.4,sun
7/3/2023,0,33.3,17.8,2.6,sun
7/4/2023,0,33.3,15,2.9,sun
7/5/2023,0,32.8,16.7,2.1,sun
7/6/2023,0,29.4,15.6,3.2,drizzle
7/7/2023,0,27.2,13.9,2.4,sun
7/8/2023,0,30,14.4,1.9,drizzle
7/9/2023,0,28.9,14.4,3.4,sun
7/10/2023,0,21.1,16.7,3.7,sun
7/11/2023,0,22.2,16.7,3,sun
7/12/2023,0,26.1,16.7,2.2,sun
7/13/2023,0,25.6,16.1,3.1,sun
7/14/2023,0,27.8,16.1,3.3,sun
7/15/2023,0,26.1,14.4,3.2,sun
7/16/2023,0,26.1,15,2.8,sun
7/17/2023,0,27.8,13.9,3.3,sun
7/18/2023,0,33.3,17.8,3.4,sun
7/19/2023,0,35,17.2,3.3,sun
7/20/2023,0,26.7,16.7,3.9,sun
7/21/2023,0,23.9,15,2.4,sun
7/22/2023,0,23.9,13.9,2.8,sun
7/23/2023,0,26.1,14.4,1.9,sun
7/24/2023,0.3,22.8,13.3,3.8,rain
7/25/2023,0,21.1,14.4,2.4,fog
7/26/2023,2,22.2,13.9,2.6,rain
7/27/2023,0,23.3,12.2,1.9,fog
7/28/2023,0,27.8,13.9,3.4,sun
7/29/2023,0,32.2,14.4,3.8,sun
7/30/2023,0,34.4,17.2,3.5,sun
7/31/2023,0,34.4,17.8,2.6,sun
8/1/2023,0,33.3,15.6,3.1,sun
8/2/2023,0,30.6,16.1,2,sun
8/3/2023,0,28.3,17.2,2.3,sun
8/4/2023,0,26.1,14.4,2.6,fog
8/5/2023,0,23.3,12.2,3.5,sun
8/6/2023,0,25,15,2.9,sun
8/7/2023,0,28.3,15.6,3.7,sun
8/8/2023,0,25,15.6,3.6,fog
8/9/2023,0,28.3,15,2.2,sun
8/10/2023,0,28.9,16.1,2.4,sun
8/11/2023,0,30,16.7,4.4,sun
8/12/2023,7.6,28.3,16.7,2.7,rain
8/13/2023,0,28.3,15.6,2.2,sun
8/14/2023,30.5,18.3,15,5.2,rain
8/15/2023,0,21.7,13.9,3.7,sun
8/16/2023,0,25,14.4,3.7,sun
8/17/2023,0,27.2,13.9,3,sun
8/18/2023,0,30,15,3,sun
8/19/2023,0,31.7,16.1,2.1,drizzle
8/20/2023,2,22.8,14.4,4.2,rain
8/21/2023,0,22.2,14.4,2.6,sun
8/22/2023,0,26.7,12.2,2.5,drizzle
8/23/2023,0,27.8,13.9,1.8,drizzle
8/24/2023,0,23.9,12.2,2.3,sun
8/25/2023,0,25.6,12.2,3.4,sun
8/26/2023,0,28.3,13.9,1.7,sun
8/27/2023,0,29.4,14.4,2.1,sun
8/28/2023,0.5,23.3,15.6,2.6,rain
8/29/2023,32.5,22.2,13.3,5.8,rain
8/30/2023,10.2,20,12.8,4.7,rain
8/31/2023,0,18.9,16.1,5.8,sun
9/1/2023,5.8,19.4,13.9,5,rain
9/2/2023,0,19.4,11.1,3.8,sun
9/3/2023,0,18.3,10.6,2.9,sun
9/4/2023,0,18.3,10,2.9,sun
9/5/2023,0.3,20.6,8.9,3.5,rain
9/6/2023,5.3,16.1,11.7,2.4,rain
9/7/2023,0.3,21.1,13.3,1.5,rain
9/8/2023,0,22.8,13.3,2.4,sun
9/9/2023,0,24.4,13.9,3.3,sun
9/10/2023,0,25,14.4,3.6,fog
9/11/2023,0,27.2,15,3.1,sun
9/12/2023,0,26.7,14.4,2.1,sun
9/13/2023,0.5,20.6,12.8,3,rain
9/14/2023,0,16.7,10.6,3.4,sun
9/15/2023,0,17.8,10,2.8,sun
9/16/2023,1,20,10,1.9,rain
9/17/2023,1.8,18.3,12.8,3.8,rain
9/18/2023,0,19.4,12.8,2.6,sun
9/19/2023,0,21.1,14.4,4.3,sun
9/20/2023,4.1,22.8,12.2,6.8,rain
9/21/2023,0,18.3,9.4,2.7,fog
9/22/2023,0,18.9,7.8,2,sun
9/23/2023,0,20.6,8.3,1.8,sun
9/24/2023,0,22.2,11.1,2.5,fog
9/25/2023,2,15.6,12.8,2.6,rain
9/26/2023,0,18.3,10,2.7,sun
9/27/2023,0,17.8,7.2,3.8,sun
9/28/2023,0,21.1,9.4,5.1,sun
9/29/2023,0,21.7,8.9,1.9,sun
9/30/2023,0,18.3,10,1.3,fog
10/1/2023,0,21.1,9.4,1.3,fog
10/2/2023,0,15.6,10,2.9,fog
10/3/2023,0,19.4,11.1,4.8,sun
10/4/2023,0,22.8,10,3.7,sun
10/5/2023,0,23.3,9.4,1.6,sun
10/6/2023,0,18.3,10,2.6,drizzle
10/7/2023,9.9,16.1,13.9,2.2,rain
10/8/2023,0,18.9,13.3,1.1,fog
10/9/2023,0.3,19.4,12.2,2.6,rain
10/10/2023,28.7,21.1,13.3,4.7,rain
10/11/2023,0,17.8,10.6,2.6,sun
10/12/2023,4.6,18.3,10.6,2.8,rain
10/13/2023,1.3,16.7,9.4,3.2,rain
10/14/2023,0,15,10,5,fog
10/15/2023,0,21.1,9.4,3.4,fog
10/16/2023,0,20,8.9,1.3,sun
10/17/2023,0.3,19.4,11.7,1.3,rain
10/18/2023,3.8,15,12.8,2,rain
10/19/2023,0.3,17.2,12.2,2.6,rain
10/20/2023,0,17.8,10.6,1.8,fog
10/21/2023,0,16.1,8.3,1.3,fog
10/22/2023,0,16.1,8.9,2.7,fog
10/23/2023,0,12.8,7.2,2.6,fog
10/24/2023,0,15,8.9,2.9,fog
10/25/2023,8.9,19.4,8.9,3.4,rain
10/26/2023,6.9,12.2,10,4.6,rain
10/27/2023,0,16.1,7.8,1.7,fog
10/28/2023,3.3,13.9,11.1,2.8,rain
10/29/2023,1.8,15,12.2,4.7,rain
10/30/2023,19.3,17.2,11.7,6.7,rain
10/31/2023,33,15.6,11.7,7.2,rain
11/1/2023,26.2,12.2,8.9,6,rain
11/2/2023,0.3,11.1,7.2,2.8,rain
11/3/2023,0.8,10.6,5,1.4,rain
11/4/2023,0,10,3.3,2.2,sun
11/5/2023,1.3,11.7,7.8,2.3,rain
11/6/2023,0,15.6,8.3,2.7,fog
11/7/2023,12.7,12.2,9.4,3,rain
11/8/2023,6.6,11.1,7.8,1.8,rain
11/9/2023,3.3,10,5,1.3,rain
11/10/2023,1.3,11.1,3.9,3.9,rain
11/11/2023,1.5,11.1,6.1,4.6,rain
11/12/2023,9.9,11.1,5,5.1,rain
11/13/2023,33.5,13.3,9.4,6.5,rain
11/14/2023,47.2,9.4,6.1,4.5,rain
11/15/2023,22.4,8.9,2.2,4.1,rain
11/16/2023,2,8.9,1.7,4,rain
11/17/2023,29.5,13.3,6.7,8,rain
11/18/2023,1.5,8.9,3.3,3.8,rain
11/19/2023,2,8.9,2.8,4.2,rain
11/20/2023,0,8.3,0.6,4,fog
11/21/2023,0,8.9,0.6,4.7,sun
11/22/2023,0,10,1.7,3.1,fog
11/23/2023,3,6.7,0,1.3,rain
11/24/2023,7.1,6.7,2.8,4.5,rain
11/25/2023,0,7.2,0,5.7,sun
11/26/2023,0,9.4,-1,4.3,sun
11/27/2023,0,9.4,-1.6,3,sun
11/28/2023,0,7.2,-2.7,1,sun
11/29/2023,0,1.7,-2.1,0.9,fog
11/30/2023,0.5,5.6,-3.8,1.7,rain
12/1/2023,12.2,10,3.9,3.5,rain
12/2/2023,2.5,10.6,4.4,5,rain
12/3/2023,12.7,15.6,7.8,5.9,rain
12/4/2023,2,10.6,6.1,4.7,rain
12/5/2023,15.7,10,6.1,4,rain
12/6/2023,11.2,12.8,7.2,5.9,rain
12/7/2023,27.4,11.1,8.3,3.4,rain
12/8/2023,54.1,15.6,10,6.2,rain
12/9/2023,13.5,12.2,7.8,6.3,rain
12/10/2023,9.4,11.7,6.1,7.5,rain
12/11/2023,0.3,9.4,4.4,2.8,rain
12/12/2023,16,8.9,5.6,5.6,rain
12/13/2023,1.3,7.8,6.1,6.1,rain
12/14/2023,0,7.8,1.7,1.7,sun
12/15/2023,1.5,6.7,1.1,2.9,rain
12/16/2023,3.6,6.1,2.8,2.3,rain
12/17/2023,21.8,6.7,3.9,6,rain
12/18/2023,18.5,8.9,4.4,5.1,rain
12/19/2023,0,8.3,2.8,4.1,fog
12/20/2023,4.3,7.8,4.4,6.7,rain
12/21/2023,27.4,5.6,2.8,4.3,rain
12/22/2023,4.6,7.8,2.8,5,rain
12/23/2023,6.1,5,2.8,7.6,rain
12/24/2023,2.5,5.6,2.2,4.3,rain
12/25/2023,5.8,5,2.2,1.5,rain
12/26/2023,0,4.4,0,2.5,sun
12/27/2023,8.6,4.4,1.7,2.9,rain
12/28/2023,1.5,5,1.7,1.3,rain
12/29/2023,0,7.2,0.6,2.6,fog
12/30/2023,0,5.6,-1,3.4,sun
12/31/2023,0,5.6,-2.1,3.5,sun
